site,car_id,car_descrip,car_make,car_model,car_trim,car_year,car_category,car_mileage,car_price,car_extColor,car_transmission,car_driveTrain,car_vendor,car_location,car_detail_link,car_img_link
carsDotCom,704237812,Used 2014 BMW 750 Li xDrive,BMW,750,Li xDrive,2014,Used,51171,41500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704237812/overview/,https://www.cstatic-images.com/phototab/d/1/7/c5/7d419b4325f1aa8fbeeee6aa895.jpg
carsDotCom,705243909,Used 2014 BMW 328 Gran Turismo i xDrive,BMW,328 Gran Turismo,i xDrive,2014,Used,51186,24750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705243909/overview/,https://www.cstatic-images.com/phototab/1/2/4/32/9d9fe4c90d1d670398945262dad.jpg
carsDotCom,703117145,Used 2014 Chevrolet Impala 2LZ,Chevrolet,Impala,2LZ,2014,Used,51222,21500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703117145/overview/,https://www.cstatic-images.com/phototab/7/9/b/fc/cdb7640ceac2deb87ddea35650d.jpg
carsDotCom,701562954,Used 2014 Honda Accord EX-L,Honda,Accord,EX-L,2014,Used,51278,19250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701562954/overview/,https://www.cstatic-images.com/phototab/6/f/a/b8/487e75b69f4eaf0ee3e359b38d1.jpg
carsDotCom,703898922,Used 2015 Mercedes-Benz ML 350 4MATIC,Mercedes-Benz,,ML 350 4MATIC,2015,Used,51371,36250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703898922/overview/,https://www.cstatic-images.com/phototab/3/6/c/3f/d1d4af59eb0c23a5f6d25ae784a.jpg
carsDotCom,702806776,Used 2013 BMW 328 i xDrive,BMW,328,i xDrive,2013,Used,51419,19750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/702806776/overview/,https://www.cstatic-images.com/phototab/1/9/7/63/167a2d209e15d2703bc9f9cea18.jpg
carsDotCom,703715474,Used 2012 Cadillac SRX Luxury Collection,Cadillac,SRX,Luxury Collection,2012,Used,51514,20500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703715474/overview/,https://www.cstatic-images.com/phototab/c/3/e/e0/59cd247bb0b0a9eb359c99501bf.jpg
carsDotCom,701678337,Used 2014 Mercedes-Benz GL 450 4MATIC,Mercedes-Benz,,GL 450 4MATIC,2014,Used,51572,39750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701678337/overview/,https://www.cstatic-images.com/phototab/8/3/b/a9/fdadbb6b48bd00c8cc4575be4.jpg
carsDotCom,704115034,Used 2014 Cadillac SRX Luxury Collection,Cadillac,SRX,Luxury Collection,2014,Used,51595,23500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704115034/overview/,https://www.cstatic-images.com/phototab/d/9/c/b4/c0486795f776879ccbb26822c5f.jpg
carsDotCom,703598242,Used 2014 GMC Terrain SLT-1,GMC,Terrain,SLT-1,2014,Used,51603,19750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703598242/overview/,https://www.cstatic-images.com/phototab/5/8/3/a5/18a3202f33ea69dd43257f7ce84.jpg
carsDotCom,700527215,Used 2014 MINI Countryman Cooper S,MINI,Countryman,Cooper S,2014,Used,51646,18000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/700527215/overview/,https://www.cstatic-images.com/phototab/7/d/5/54/b8e9ffd698d24eafe32724dd77b.jpg
carsDotCom,701342665,Used 2014 BMW X3 xDrive28i,BMW,X3,xDrive28i,2014,Used,51662,26000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701342665/overview/,https://www.cstatic-images.com/phototab/8/a/2/70/64dcb7eecaf8a0a4fdc221dc438.jpg
carsDotCom,704234056,Used 2014 Jeep Cherokee Limited,Jeep,Cherokee,Limited,2014,Used,51693,20500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704234056/overview/,https://www.cstatic-images.com/phototab/b/4/4/5f/4646df10052e027cb675ee1c3ac.jpg
carsDotCom,705127183,Used 2014 Mercedes-Benz ML 350 4MATIC,Mercedes-Benz,,ML 350 4MATIC,2014,Used,51706,35000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705127183/overview/,https://www.cstatic-images.com/phototab/a/a/c/92/fcc522ed063f1e16b8eda69aa67.jpg
carsDotCom,699846246,Used 2014 BMW X5 xDrive35i,BMW,X5,xDrive35i,2014,Used,51717,36250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/699846246/overview/,https://www.cstatic-images.com/phototab/5/e/f/c0/04c7ac33cce64805f5e8c2b9fd2.jpg
carsDotCom,704534149,Used 2014 Lexus RX 350 Base,Lexus,RX 350,Base,2014,Used,51803,28500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704534149/overview/,https://www.cstatic-images.com/phototab/c/8/9/dd/acd63ae1f7f78433cfa253c51ce.jpg
carsDotCom,705096223,Used 2013 Mercedes-Benz C 350 Sport,Mercedes-Benz,,C 350 Sport,2013,Used,52049,23000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705096223/overview/,https://www.cstatic-images.com/phototab/5/d/7/a6/dd3f65eaf22e7593223abd78f74.jpg
carsDotCom,705444809,Used 2014 Mercedes-Benz E 350 4MATIC,Mercedes-Benz,,E 350 4MATIC,2014,Used,52110,30250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705444809/overview/,https://www.cstatic-images.com/phototab/7/9/a/9f/80357073b55a8c94a6c6c25e01b.jpg
carsDotCom,699961974,Used 2014 Mercedes-Benz ML 350,Mercedes-Benz,,ML 350,2014,Used,52167,32000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/699961974/overview/,https://www.cstatic-images.com/phototab/c/f/9/b0/83c0f7c6f65f7b8a0ada4500b4f.jpg
carsDotCom,704883456,Used 2014 Mercedes-Benz E 550 4MATIC,Mercedes-Benz,,E 550 4MATIC,2014,Used,52209,34500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704883456/overview/,https://www.cstatic-images.com/phototab/d/4/1/75/1560066827c35682cdebfce58bc.jpg
carsDotCom,705332813,Used 2013 Ford F-150 XLT,Ford,F-150,XLT,2013,Used,52316,25000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705332813/overview/,https://www.cstatic-images.com/phototab/8/b/b/03/48ca72d145e64ac88a6c2f2cd80.jpg
carsDotCom,705444057,Used 2014 Ford Explorer XLT,Ford,Explorer,XLT,2014,Used,52360,22750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705444057/overview/,https://www.cstatic-images.com/phototab/3/6/9/83/e0ba5777991dceb30c71e069644.jpg
carsDotCom,701270284,Used 2014 BMW X3 xDrive28i,BMW,X3,xDrive28i,2014,Used,52687,25500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701270284/overview/,https://www.cstatic-images.com/phototab/c/e/8/d7/b6cd4516274760f6fa5ba3ad0b0.jpg
carsDotCom,703896075,Used 2014 BMW X5 xDrive35i,BMW,X5,xDrive35i,2014,Used,52695,35750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703896075/overview/,https://www.cstatic-images.com/phototab/3/c/d/d2/9e8a1dbcdac9a85dc295d4f7000.jpg
carsDotCom,704834414,Used 2014 Mercedes-Benz ML 350,Mercedes-Benz,,ML 350,2014,Used,52703,31000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704834414/overview/,https://www.cstatic-images.com/phototab/9/8/f/26/9900bae0e5254b2467b70a37f4c.jpg
carsDotCom,702068966,Used 2014 Jeep Wrangler Unlimited Rubicon,Jeep,Wrangler Unlimited,Rubicon,2014,Used,52715,31500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/702068966/overview/,https://www.cstatic-images.com/phototab/4/9/9/86/5be8509a4b3be5af05645fc75ca.jpg
carsDotCom,704533263,Used 2014 Acura RDX Base,Acura,RDX,Base,2014,Used,52751,22500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704533263/overview/,https://www.cstatic-images.com/phototab/d/5/6/26/8ad3f79238a42e2b7ce2a1b2294.jpg
carsDotCom,703036245,Used 2013 Lexus ES 300h Base,Lexus,ES 300h,Base,2013,Used,52760,21500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703036245/overview/,https://www.cstatic-images.com/phototab/d/6/7/4b/fb018120012adff7d0e0e5cb028.jpg
carsDotCom,705243665,Used 2014 Lexus ES 350 Base,Lexus,ES 350,Base,2014,Used,52832,24500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705243665/overview/,https://www.cstatic-images.com/phototab/a/f/f/49/ec47b6852a54b1ef52886170ce4.jpg
carsDotCom,705684055,Used 2014 Mercedes-Benz C 250 Sport,Mercedes-Benz,,C 250 Sport,2014,Used,52932,20500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705684055/overview/,https://www.cstatic-images.com/phototab/b/c/f/04/656e334d0aa36b1bd0477688129.jpg
carsDotCom,703996473,Used 2013 Lexus RX 450h Base,Lexus,RX 450h,Base,2013,Used,53369,31500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703996473/overview/,https://www.cstatic-images.com/phototab/e/d/c/02/43c87aad2d61d0bba56050aa943.jpg
carsDotCom,705445194,Used 2014 BMW 528 i,BMW,528,i,2014,Used,53408,26000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705445194/overview/,https://www.cstatic-images.com/phototab/4/7/8/fd/409d15022741029e91f8b8ad9b8.jpg
carsDotCom,704352985,Used 2015 Cadillac SRX Luxury Collection,Cadillac,SRX,Luxury Collection,2015,Used,53503,25500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704352985/overview/,https://www.cstatic-images.com/phototab/9/8/9/a8/984a107d12fb91f49c4e97e2d92.jpg
carsDotCom,704429028,Used 2014 Mercedes-Benz ML 350 4MATIC,Mercedes-Benz,,ML 350 4MATIC,2014,Used,53525,33250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704429028/overview/,https://www.cstatic-images.com/phototab/5/e/6/6d/31941d8018c0bd9a4bcda678b22.jpg
carsDotCom,700527072,Used 2014 BMW 550 i xDrive,BMW,550,i xDrive,2014,Used,53706,33250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/700527072/overview/,https://www.cstatic-images.com/phototab/b/a/5/da/b30af5f75f448176f86b7cf094c.jpg
carsDotCom,701562571,Used 2014 Cadillac SRX Luxury Collection,Cadillac,SRX,Luxury Collection,2014,Used,53726,24000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701562571/overview/,https://www.cstatic-images.com/phototab/9/b/6/bf/9a83c0a867eccc8d19761637bc.jpg
carsDotCom,702279060,Used 2015 Lexus RX 350 Base,Lexus,RX 350,Base,2015,Used,53838,27250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/702279060/overview/,https://www.cstatic-images.com/phototab/f/9/9/54/f3d15ad4a2a41626e3e52c68f86.jpg
carsDotCom,701880722,Used 2015 INFINITI QX60 Base,INFINITI,QX60,Base,2015,Used,54211,29500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701880722/overview/,https://www.cstatic-images.com/phototab/b/0/e/0f/8e3a537202579daff66d43524f0.jpg
carsDotCom,702278990,Used 2013 Nissan Altima 2.5 S,Nissan,Altima,2.5 S,2013,Used,54816,13250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/702278990/overview/,https://www.cstatic-images.com/phototab/a/8/9/5e/16614b542aee350c2eb8a4e454e.jpg
carsDotCom,704534321,Used 2014 Cadillac SRX Premium Collection,Cadillac,SRX,Premium Collection,2014,Used,54927,26500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704534321/overview/,https://www.cstatic-images.com/phototab/a/3/d/0a/73dde14c7895f638ef4dce2d6a7.jpg
carsDotCom,705575635,Used 2014 BMW X5 xDrive50i,BMW,X5,xDrive50i,2014,Used,55102,42000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705575635/overview/,https://www.cstatic-images.com/phototab/3/7/9/26/b0458d490749e616558ddd70270.jpg
carsDotCom,702070728,Used 2014 BMW 328d xDrive,BMW,328d,xDrive,2014,Used,55140,28000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/702070728/overview/,https://www.cstatic-images.com/phototab/f/f/e/36/b1c1fe3b6f77dcb928ce42b075c.jpg
carsDotCom,704352967,Used 2014 GMC Acadia SLE-2,GMC,Acadia,SLE-2,2014,Used,55179,22000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704352967/overview/,https://www.cstatic-images.com/phototab/b/9/4/b8/6c9682ba7c09176a933db704ac9.jpg
carsDotCom,702962177,Used 2015 Buick Enclave Leather,Buick,Enclave,Leather,2015,Used,55366,26250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/702962177/overview/,https://www.cstatic-images.com/phototab/1/3/c/71/edde3628fd51bb797704088bab0.jpg
carsDotCom,705817402,Used 2014 Hyundai Genesis 3.8,Hyundai,Genesis,3.8,2014,Used,55523,19750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705817402/overview/,https://www.cstatic-graphics.com/search/images/ghostVehicleLarge.jpg
carsDotCom,705445296,Used 2013 Lexus GS 350 Base,Lexus,GS 350,Base,2013,Used,55700,28750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705445296/overview/,https://www.cstatic-images.com/phototab/5/6/f/40/52bb07816b2f7272c5aa4617fc7.jpg
carsDotCom,705684144,Used 2013 Volkswagen Passat 2.5 SE,Volkswagen,Passat,2.5 SE,2013,Used,55719,14000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705684144/overview/,https://www.cstatic-images.com/phototab/a/2/8/32/a1368175d7d68918f62f8f75e1a.jpg
carsDotCom,701562971,Used 2014 Ford F-150 Lariat,Ford,F-150,Lariat,2014,Used,55728,30750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701562971/overview/,https://www.cstatic-images.com/phototab/b/8/1/2e/fc5a2fa9c03ff950ca63adf0752.jpg
carsDotCom,701215675,Used 2014 Mercedes-Benz GL 450 4MATIC,Mercedes-Benz,,GL 450 4MATIC,2014,Used,55783,39000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701215675/overview/,https://www.cstatic-images.com/phototab/e/2/f/35/a05282285841af91b1d2aa1e5c8.jpg
carsDotCom,704834383,Used 2015 Lexus RX 350 Base,Lexus,RX 350,Base,2015,Used,55865,30750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704834383/overview/,https://www.cstatic-images.com/phototab/c/5/a/db/fb9e398eee0c8786525b728055c.jpg
carsDotCom,696181380,Used 2014 Toyota Camry Hybrid XLE,Toyota,Camry Hybrid,XLE,2014,Used,55989,16250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/696181380/overview/,https://www.cstatic-images.com/phototab/8/a/8/80/e32cdf1d737745cd599c38e1b59.jpg
carsDotCom,701777739,Used 2013 Ford F-150 Lariat,Ford,F-150,Lariat,2013,Used,56096,32500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701777739/overview/,https://www.cstatic-images.com/phototab/f/8/9/d0/ae1eb857f805db5e17a8c3d0b17.jpg
carsDotCom,702069245,Used 2014 Lexus ES 350 Base,Lexus,ES 350,Base,2014,Used,56135,21750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/702069245/overview/,https://www.cstatic-images.com/phototab/c/a/f/21/21500aeacf78a8d46bc63f792d4.jpg
carsDotCom,705337568,Used 2014 BMW 650 i xDrive,BMW,650,i xDrive,2014,Used,56245,40250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705337568/overview/,https://www.cstatic-images.com/phototab/c/2/f/aa/5c472840be025ef10ebe74f4ea5.jpg
carsDotCom,701563082,Used 2014 BMW X1 xDrive 28i,BMW,X1,xDrive 28i,2014,Used,56860,22500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701563082/overview/,https://www.cstatic-images.com/phototab/1/1/5/f5/599869a89a1f7817bff9ac7650a.jpg
carsDotCom,705332310,Used 2014 Lexus ES 300h Base,Lexus,ES 300h,Base,2014,Used,56861,25000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705332310/overview/,https://www.cstatic-images.com/phototab/6/d/c/77/bf07296a59ef1a41903eae06dad.jpg
carsDotCom,701562751,Used 2014 Kia Sorento LX,Kia,Sorento,LX,2014,Used,56897,14750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701562751/overview/,https://www.cstatic-images.com/phototab/d/f/8/87/2c45c0d536a401f1b001bc6fa86.jpg
carsDotCom,705684297,Used 2012 Chrysler 300 S,Chrysler,300,S,2012,Used,57106,19250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705684297/overview/,https://www.cstatic-images.com/phototab/f/6/9/41/381d9b23ea8c9d3e3d4ee7563cc.jpg
carsDotCom,705784753,Used 2012 Toyota Camry XLE,Toyota,Camry,XLE,2012,Used,57267,13250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705784753/overview/,https://www.cstatic-images.com/phototab/4/a/2/16/83c18aeb8af6c315f1d6f64ba77.jpg
carsDotCom,703598235,Used 2014 Toyota Prius Two,Toyota,Prius,Two,2014,Used,57323,14750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703598235/overview/,https://www.cstatic-images.com/phototab/7/7/a/b8/e760b1daf5191aa05dc8c519768.jpg
carsDotCom,705575643,Used 2012 Jeep Wrangler Unlimited Sport,Jeep,Wrangler Unlimited,Sport,2012,Used,57686,25500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705575643/overview/,https://www.cstatic-images.com/phototab/9/b/d/0d/6a4278271ab40b690e4115d8969.jpg
carsDotCom,705444693,Used 2014 Subaru Outback 2.5i Limited,Subaru,Outback,2.5i Limited,2014,Used,57714,20250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705444693/overview/,https://www.cstatic-images.com/phototab/a/b/b/ed/28ade6506af66e79e02dda7bf47.jpg
carsDotCom,705817355,Used 2013 Ford Taurus SEL,Ford,Taurus,SEL,2013,Used,57876,14250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705817355/overview/,https://www.cstatic-images.com/phototab/5/d/0/c5/f93ee3f20dde87ad6c4b191972f.jpg
carsDotCom,705817474,Used 2014 Mercedes-Benz CLA 250 4MATIC,Mercedes-Benz,,CLA 250 4MATIC,2014,Used,57978,25250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705817474/overview/,https://www.cstatic-images.com/phototab/f/1/f/b5/f008cf829406197dbf618c10b35.jpg
