site,car_id,car_descrip,car_make,car_model,car_trim,car_year,car_category,car_mileage,car_price,car_extColor,car_transmission,car_driveTrain,car_vendor,car_location,car_detail_link,car_img_link
carsDotCom,705449103,Used 2016 Toyota Corolla L,Toyota,Corolla,L,2016,Used,38752,13243,White,4-Speed Automatic,FWD,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/705449103/overview/,https://www.cstatic-graphics.com/search/images/ghostVehicleLarge.jpg
carsDotCom,703591910,Used 2016 Ford Fiesta SE,Ford,Fiesta,SE,2016,Used,39010,10066,,,,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/703591910/overview/,https://www.cstatic-images.com/phototab/b/b/a/e4/dd1a8c422c6cbe4d741b500b0e0.jpg
carsDotCom,704888153,Used 2016 Chrysler Town & Country Touring,Chrysler,Town & Country,Touring,2016,Used,39450,19134,,,,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/704888153/overview/,https://www.cstatic-graphics.com/search/images/ghostVehicleLarge.jpg
carsDotCom,704771061,Used 2015 Toyota Corolla S,Toyota,Corolla,S,2015,Used,39763,13951,Burgundy,Automatic CVT,FWD,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/704771061/overview/,https://www.cstatic-images.com/phototab/a/9/0/d4/604acb7a60441b73ffdf98934b0.jpg
carsDotCom,704888090,Used 2016 Ford Focus SE,Ford,Focus,SE,2016,Used,40000,13683,,,,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/704888090/overview/,https://www.cstatic-graphics.com/search/images/ghostVehicleLarge.jpg
carsDotCom,698602352,Used 2015 Hyundai Veloster Base,Hyundai,Veloster,Base,2015,Used,40844,12881,,,,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/698602352/overview/,https://www.cstatic-images.com/phototab/e/6/0/b8/00d3a2cd6d1b42d153f372126c0.jpg
carsDotCom,698602351,Used 2015 Hyundai Veloster Base,Hyundai,Veloster,Base,2015,Used,41559,13256,,,,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/698602351/overview/,https://www.cstatic-images.com/phototab/e/9/7/3b/488a5e3ffeaf9b604cd4a919c82.jpg
carsDotCom,705855408,Used 2015 Chevrolet Cruze 1LT,Chevrolet,Cruze,1LT,2015,Used,42083,12243,Silver,6-Speed Automatic,FWD,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/705855408/overview/,https://www.cstatic-graphics.com/search/images/ghostVehicleLarge.jpg
carsDotCom,702876834,Used 2015 Dodge Dart SXT,Dodge,Dart,SXT,2015,Used,42178,11701,,,,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/702876834/overview/,https://www.cstatic-graphics.com/search/images/ghostVehicleLarge.jpg
carsDotCom,705329171,Used 2016 Toyota RAV4 XLE,Toyota,RAV4,XLE,2016,Used,42226,18890,Red,6-Speed Automatic,FWD,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/705329171/overview/,https://www.cstatic-graphics.com/search/images/ghostVehicleLarge.jpg
carsDotCom,702282921,Used 2015 Chrysler 200 Limited,Chrysler,200,Limited,2015,Used,42386,12876,White,9-Speed Automatic,FWD,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/702282921/overview/,https://www.cstatic-images.com/phototab/2/c/e/3f/282900e507c3df7cb47b40ec80b.jpg
carsDotCom,701062861,Used 2015 Chevrolet Cruze 2LT,Chevrolet,Cruze,2LT,2015,Used,42469,12696,,,,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/701062861/overview/,https://www.cstatic-graphics.com/search/images/ghostVehicleLarge.jpg
carsDotCom,704770956,Used 2015 Toyota Corolla S,Toyota,Corolla,S,2015,Used,42647,13687,Dark Gray,Automatic CVT,FWD,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/704770956/overview/,https://www.cstatic-images.com/phototab/c/5/5/f0/f2f28999087d04250c7e1993853.jpg
carsDotCom,699604863,Used 2015 Chevrolet Cruze 1LT,Chevrolet,Cruze,1LT,2015,Used,42715,11848,Red,6-Speed Automatic,FWD,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/699604863/overview/,https://www.cstatic-images.com/phototab/e/c/0/b6/c1b30cdfdffc1c37130e16cdfc6.jpg
carsDotCom,699672765,Used 2015 Chrysler 200 Limited,Chrysler,200,Limited,2015,Used,42929,11914,White,9-Speed Automatic,FWD,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/699672765/overview/,https://www.cstatic-images.com/phototab/3/d/3/0f/978d44c563652c9da5504e0fa0d.jpg
carsDotCom,701984047,Used 2016 Toyota Camry SE,Toyota,Camry,SE,2016,Used,43116,14896,Gold,6-Speed Automatic,FWD,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/701984047/overview/,https://www.cstatic-images.com/phototab/5/e/a/5c/6df73ff34968fcec6ed9509b2f1.jpg
carsDotCom,705633389,Used 2015 Chrysler 200 Limited,Chrysler,200,Limited,2015,Used,43507,12689,White,9-Speed Automatic,FWD,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/705633389/overview/,https://www.cstatic-images.com/phototab/e/f/8/1f/a1239c97ed223662c5e79754618.jpg
carsDotCom,702436260,Used 2015 Chrysler 200 Limited,Chrysler,200,Limited,2015,Used,44693,12403,Gray,9-Speed Automatic,FWD,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/702436260/overview/,https://www.cstatic-graphics.com/search/images/ghostVehicleLarge.jpg
carsDotCom,704647369,Used 2015 Chrysler 200 Limited,Chrysler,200,Limited,2015,Used,45106,12632,Burgundy,9-Speed Automatic,FWD,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/704647369/overview/,https://www.cstatic-images.com/phototab/a/a/a/52/e1058f1109b390189b80e3aba88.jpg
carsDotCom,699672875,Used 2015 Chrysler 200 Limited,Chrysler,200,Limited,2015,Used,45157,12514,Blue,9-Speed Automatic,FWD,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/699672875/overview/,https://www.cstatic-images.com/phototab/8/6/7/14/e1ca34b3cbe466f1fa14b610377.jpg
carsDotCom,699574407,Used 2016 Kia Soul,Kia,Soul,null,2016,Used,45179,12003,Yellow,6-Speed Automatic,FWD,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/699574407/overview/,https://www.cstatic-images.com/phototab/b/2/3/91/5e5c8f965acf75aabebe5e3ea87.jpg
carsDotCom,704647389,Used 2015 Chrysler 200 Limited,Chrysler,200,Limited,2015,Used,45219,12269,Black,9-Speed Automatic,FWD,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/704647389/overview/,https://www.cstatic-images.com/phototab/e/9/1/17/531d4e2b7e409fb345809ce815f.jpg
carsDotCom,704647346,Used 2015 Chrysler 200 Limited,Chrysler,200,Limited,2015,Used,45360,12296,Light Blue,9-Speed Automatic,FWD,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/704647346/overview/,https://www.cstatic-images.com/phototab/b/2/7/fc/c90d2ebf6d76c40476c4eded20c.jpg
carsDotCom,702436295,Used 2015 Chrysler 200 Limited,Chrysler,200,Limited,2015,Used,45467,12189,White,9-Speed Automatic,FWD,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/702436295/overview/,https://www.cstatic-images.com/phototab/9/f/9/8c/3b3b551cf08112c87594d3e016b.jpg
carsDotCom,704647183,Used 2015 Chrysler 200 Limited,Chrysler,200,Limited,2015,Used,45788,12392,Gray,9-Speed Automatic,FWD,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/704647183/overview/,https://www.cstatic-graphics.com/search/images/ghostVehicleLarge.jpg
carsDotCom,704647179,Used 2015 Chrysler 200 Limited,Chrysler,200,Limited,2015,Used,46421,12214,White,9-Speed Automatic,FWD,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/704647179/overview/,https://www.cstatic-images.com/phototab/6/f/1/96/272a2eae55b9edb6ab4b7c18734.jpg
carsDotCom,705449083,Used 2015 Toyota Corolla L,Toyota,Corolla,L,2015,Used,46592,12061,Silver,4-Speed Automatic,FWD,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/705449083/overview/,https://www.cstatic-graphics.com/search/images/ghostVehicleLarge.jpg
carsDotCom,698837467,Used 2016 Mazda CX-5 Sport,Mazda,CX-5,Sport,2016,Used,47500,14668,,,,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/698837467/overview/,https://www.cstatic-images.com/phototab/d/2/6/50/c9009e704baf521a7c34b3ea.jpg
carsDotCom,702436288,Used 2015 Chrysler 200 Limited,Chrysler,200,Limited,2015,Used,51079,12078,Silver,9-Speed Automatic,FWD,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/702436288/overview/,https://www.cstatic-images.com/phototab/4/1/8/aa/b82d1cb98f58573ba5f9c8f3a81.jpg
carsDotCom,703591880,Used 2015 Chrysler 200 Limited,Chrysler,200,Limited,2015,Used,52063,12419,,,,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/703591880/overview/,https://www.cstatic-graphics.com/search/images/ghostVehicleLarge.jpg
carsDotCom,704887737,Used 2015 Chevrolet Cruze 1LT,Chevrolet,Cruze,1LT,2015,Used,55700,11307,,,,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/704887737/overview/,https://www.cstatic-graphics.com/search/images/ghostVehicleLarge.jpg
carsDotCom,702436257,Used 2015 Chrysler 200 Limited,Chrysler,200,Limited,2015,Used,56009,12285,,,,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/702436257/overview/,https://www.cstatic-images.com/phototab/7/c/8/84/e7213454455a1f5c5963e06b1b1.jpg
carsDotCom,695532917,Used 2014 RAM 1500 Tradesman,RAM,1500,Tradesman,2014,Used,56957,16617,Blue,8-Speed Automatic,RWD,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/695532917/overview/,https://www.cstatic-images.com/phototab/3/2/d/95/f63cadf9e8fb1a3d3322e77488e.jpg
carsDotCom,700956166,Used 2004 Dodge Neon SXT,Dodge,Neon,SXT,2004,Used,90500,-1,,,,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/700956166/overview/,https://www.cstatic-graphics.com/search/images/ghostVehicleLarge.jpg
carsDotCom,705329915,Used 2007 Toyota Sequoia Limited,Toyota,Sequoia,Limited,2007,Used,106100,13999,Black,5-Speed Automatic,4WD,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/705329915/overview/,https://www.cstatic-images.com/stock/400x300/239937.jpg
carsDotCom,705448832,Used 2006 Ford Five Hundred SE,Ford,Five Hundred,SE,2006,Used,112101,-1,,,,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/705448832/overview/,https://www.cstatic-images.com/stock/400x300/237220.jpg
carsDotCom,697220252,Used 2007 Ford Freestar SE,Ford,Freestar,SE,2007,Used,131456,-1,Gold,4-Speed Automatic,FWD,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/697220252/overview/,https://www.cstatic-images.com/stock/400x300/240578.jpg
carsDotCom,705796578,Used 2006 Chrysler Sebring Touring,Chrysler,Sebring,Touring,2006,Used,135773,-1,,,,Carsmart,Temple Hills, MD,https://www.cars.com/vehicledetail/detail/705796578/overview/,https://www.cstatic-images.com/stock/400x300/237863.jpg
carsDotCom,705069864,Used 2016 Chevrolet Malibu Premier,Chevrolet,Malibu,Premier,2016,Used,107,25000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705069864/overview/,https://www.cstatic-images.com/phototab/c/4/5/dc/536cf71dcb6dc4ed6552397cdfe.jpg
carsDotCom,701562315,Used 2016 Dodge Charger R/T,Dodge,Charger,R/T,2016,Used,191,27500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701562315/overview/,https://www.cstatic-images.com/phototab/5/c/b/0d/0885294932e5ece98488245a35c.jpg
carsDotCom,703715492,Used 2016 Hyundai Genesis Coupe 3.8 Base,Hyundai,Genesis Coupe,3.8 Base,2016,Used,305,25750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703715492/overview/,https://www.cstatic-images.com/phototab/7/a/5/78/7306bb00ea22b5864d05f8f46ee.jpg
carsDotCom,699845716,Used 2016 Ford F-150 XL,Ford,F-150,XL,2016,Used,394,34250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/699845716/overview/,https://www.cstatic-images.com/phototab/c/b/0/a3/c1faf596b20b83f27685b6ec487.jpg
carsDotCom,704884460,Used 2015 MINI Hardtop Cooper S,MINI,Hardtop,Cooper S,2015,Used,789,22000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704884460/overview/,https://www.cstatic-images.com/phototab/1/7/c/55/9407d83ed8a4b073feaaaef899d.jpg
carsDotCom,704352986,Used 2016 Dodge Challenger R/T,Dodge,Challenger,R/T,2016,Used,1294,35500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704352986/overview/,https://www.cstatic-images.com/phototab/b/a/d/cb/865f7407c200a4ee50bcd8b513b.jpg
carsDotCom,704834417,Used 2016 Dodge Journey Crossroad,Dodge,Journey,Crossroad,2016,Used,1588,21750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704834417/overview/,https://www.cstatic-images.com/phototab/1/7/d/f6/003667f3db9df03e7776d18948.jpg
carsDotCom,699847149,Used 2015 Jeep Renegade Latitude,Jeep,Renegade,Latitude,2015,Used,1650,19250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/699847149/overview/,https://www.cstatic-images.com/phototab/c/7/e/8c/703f41dc08e0c0c39f72da3b80e.jpg
carsDotCom,702570116,Used 2016 Hyundai Veloster Turbo,Hyundai,Veloster,Turbo,2016,Used,1708,19000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/702570116/overview/,https://www.cstatic-images.com/phototab/7/f/e/d7/3ef426602d0a19adfa5e3165d7a.jpg
carsDotCom,701954780,Used 2016 Kia Optima EX,Kia,Optima,EX,2016,Used,2154,20250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701954780/overview/,https://www.cstatic-images.com/phototab/d/4/2/c5/bbcf3c7d5e0cd40b9be0fa3c3c1.jpg
carsDotCom,704429038,Used 2015 Hyundai Sonata Sport,Hyundai,Sonata,Sport,2015,Used,2201,17000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704429038/overview/,https://www.cstatic-images.com/phototab/b/7/d/78/3a1caf8d3a1b2371352eea1bb41.jpg
carsDotCom,701562380,Used 2015 Ford Mustang GT,Ford,Mustang,GT,2015,Used,2398,29250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701562380/overview/,https://www.cstatic-images.com/phototab/a/5/d/f2/dc0dd672bd100e095eef481c67e.jpg
carsDotCom,701563258,Used 2016 Nissan Frontier S,Nissan,Frontier,S,2016,Used,2405,22750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701563258/overview/,https://www.cstatic-images.com/phototab/d/7/d/83/b25a28096daffbe97e1a56127f3.jpg
carsDotCom,702279095,Used 2016 Lexus IS 350 Base,Lexus,IS 350,Base,2016,Used,2431,36250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/702279095/overview/,https://www.cstatic-images.com/phototab/9/5/7/9e/3326e2df10568f37b550be9a151.jpg
carsDotCom,703996722,Used 2015 Hyundai Sonata Limited,Hyundai,Sonata,Limited,2015,Used,2485,20750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703996722/overview/,https://www.cstatic-images.com/phototab/d/1/4/e2/5267a82d1a458d1854722e6a33e.jpg
carsDotCom,705337280,Used 2015 Ford F-150 XLT,Ford,F-150,XLT,2015,Used,2807,29750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705337280/overview/,https://www.cstatic-images.com/phototab/b/6/5/d2/b25179309fe25ecd5074dd20b6.jpg
carsDotCom,701851174,Used 2016 Chevrolet Silverado 1500 LT,Chevrolet,Silverado 1500,LT,2016,Used,2894,36000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701851174/overview/,https://www.cstatic-images.com/phototab/7/2/e/eb/392ba69975fcb57801c87a90485.jpg
carsDotCom,701563149,Used 2016 Hyundai Sonata Limited,Hyundai,Sonata,Limited,2016,Used,2970,23000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701563149/overview/,https://www.cstatic-images.com/phototab/7/9/e/37/7014aa99bd445e4b65d2d912f1e.jpg
carsDotCom,701563105,Used 2016 RAM 1500 Rebel,RAM,1500,Rebel,2016,Used,3005,43000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701563105/overview/,https://www.cstatic-images.com/phototab/a/e/f/66/c9a2a877fea46b2aa5da515fd24.jpg
carsDotCom,703896754,Used 2016 Nissan Frontier S,Nissan,Frontier,S,2016,Used,3463,19250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703896754/overview/,https://www.cstatic-images.com/phototab/9/4/e/e6/5ef149dde2c4daca5d65d5c5808.jpg
carsDotCom,704352953,Used 2016 Jeep Wrangler Unlimited Sport,Jeep,Wrangler Unlimited,Sport,2016,Used,3475,33250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704352953/overview/,https://www.cstatic-images.com/phototab/b/e/e/a2/ccce333bbd575c147a75f63b337.jpg
carsDotCom,705817506,Used 2016 Nissan Versa 1.6 S,Nissan,Versa,1.6 S,2016,Used,3490,10500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705817506/overview/,https://www.cstatic-images.com/phototab/8/b/e/82/b7e1540cfd799727e4cba685371.jpg
carsDotCom,701563248,Used 2016 Honda Odyssey Touring Elite,Honda,Odyssey,Touring Elite,2016,Used,3588,39500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701563248/overview/,https://www.cstatic-images.com/phototab/b/2/9/0f/7fccb769603f579e585bdf79832.jpg
carsDotCom,701562929,Used 2016 Chevrolet Silverado 1500 LT,Chevrolet,Silverado 1500,LT,2016,Used,3597,31500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701562929/overview/,https://www.cstatic-images.com/phototab/d/0/a/63/f39f0422719e331445ac21d2621.jpg
carsDotCom,705069795,Used 2015 Jeep Wrangler Unlimited Sahara,Jeep,Wrangler Unlimited,Sahara,2015,Used,3633,35750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705069795/overview/,https://www.cstatic-images.com/phototab/e/5/1/2a/4fe94b3ba0800181e4ec3a0c669.jpg
carsDotCom,701562853,Used 2016 Nissan 370Z Base,Nissan,370Z,Base,2016,Used,3673,27250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701562853/overview/,https://www.cstatic-images.com/phototab/7/8/5/c0/7c237f3ee3cd0188f05bce14233.jpg
carsDotCom,701562400,Used 2016 Acura MDX,Acura,MDX,null,2016,Used,3684,39500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701562400/overview/,https://www.cstatic-images.com/phototab/5/c/e/76/563593cac6b61c9a3dabb8a9533.jpg
carsDotCom,704239089,Used 2016 BMW 328 i xDrive,BMW,328,i xDrive,2016,Used,3728,32000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704239089/overview/,https://www.cstatic-images.com/phototab/f/6/4/57/99dd039b81ff86f3ea7f9cc8347.jpg
carsDotCom,704884335,Used 2016 MINI Clubman Cooper S,MINI,Clubman,Cooper S,2016,Used,3821,28250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704884335/overview/,https://www.cstatic-images.com/phototab/8/4/e/7e/4561a919016816d9f1d49285a0f.jpg
carsDotCom,705332315,Used 2016 Nissan Maxima 3.5 SV,Nissan,Maxima,3.5 SV,2016,Used,3985,27250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705332315/overview/,https://www.cstatic-images.com/phototab/8/9/5/4b/e548d0973986c04f52baed3c6dd.jpg
carsDotCom,702804783,Used 2016 Jeep Wrangler Unlimited Sport,Jeep,Wrangler Unlimited,Sport,2016,Used,4022,33750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/702804783/overview/,https://www.cstatic-images.com/phototab/b/e/6/2f/f6d47be9d2a4bd18ae46e133f8d.jpg
carsDotCom,701563081,Used 2016 Kia Optima EX,Kia,Optima,EX,2016,Used,4029,19500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701563081/overview/,https://www.cstatic-images.com/phototab/6/6/6/94/c21ab6c415faf0235af952538f6.jpg
carsDotCom,702173795,Used 2016 Kia Sportage EX,Kia,Sportage,EX,2016,Used,4039,22000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/702173795/overview/,https://www.cstatic-images.com/phototab/e/4/1/9f/c96f266e1301a35f429627f3c74.jpg
carsDotCom,705337516,Used 2016 Ford F-150 XL,Ford,F-150,XL,2016,Used,4148,31500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705337516/overview/,https://www.cstatic-images.com/phototab/2/7/e/c0/66b53e68201dca41524a06f3b9e.jpg
carsDotCom,702173716,Used 2016 Dodge Charger SXT,Dodge,Charger,SXT,2016,Used,4281,22000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/702173716/overview/,https://www.cstatic-images.com/phototab/f/8/8/1b/bfb3e2bcaeab09b80d26cfe76dd.jpg
carsDotCom,701562534,Used 2015 Audi A5 2.0T Premium Plus quattro,Audi,A5,2.0T Premium Plus quattro,2015,Used,4399,35750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701562534/overview/,https://www.cstatic-images.com/phototab/8/6/7/69/06bb313da02827b510f3c5d3556.jpg
carsDotCom,702962241,Used 2016 RAM 1500 Tradesman,RAM,1500,Tradesman,2016,Used,4531,32500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/702962241/overview/,https://www.cstatic-images.com/phototab/b/5/9/aa/cc611af5cedc70ad1c5d9132c19.jpg
carsDotCom,705445284,Used 2016 Kia Soul EV E,Kia,Soul EV,E,2016,Used,4656,18250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705445284/overview/,https://www.cstatic-images.com/phototab/9/c/d/fd/77fd75fc69993c38ce75ff87ec1.jpg
carsDotCom,704834438,Used 2016 Audi A6 2.0T Premium Plus quattro,Audi,A6,2.0T Premium Plus quattro,2016,Used,4700,42750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704834438/overview/,https://www.cstatic-images.com/phototab/2/b/8/f0/c28b1afffc2d30a1b0dc5daeed4.jpg
carsDotCom,700648028,Used 2014 Chevrolet Camaro Z/28,Chevrolet,Camaro,Z/28,2014,Used,4743,46250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/700648028/overview/,https://www.cstatic-images.com/phototab/b/3/b/e4/3730779a46e01162b36f47e8a98.jpg
carsDotCom,703036512,Used 2015 Dodge Challenger SXT / R/T,Dodge,Challenger,SXT / R/T,2015,Used,4942,30250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703036512/overview/,https://www.cstatic-images.com/phototab/b/c/a/84/91fccb2ec2d15c1a3d5e3503135.jpg
carsDotCom,705683647,Used 2016 Dodge Charger SE,Dodge,Charger,SE,2016,Used,5082,21000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705683647/overview/,https://www.cstatic-images.com/phototab/f/6/6/e9/43a0a5c7dc9be1ee138fb665c05.jpg
carsDotCom,705069779,Used 2016 Subaru Crosstrek 2.0i Premium,Subaru,Crosstrek,2.0i Premium,2016,Used,5126,24000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705069779/overview/,https://www.cstatic-images.com/phototab/e/f/3/7b/4fa67861f76c024f7f43f6914d3.jpg
carsDotCom,705096320,Used 2016 MINI Hardtop Cooper S,MINI,Hardtop,Cooper S,2016,Used,5129,26750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705096320/overview/,https://www.cstatic-images.com/phototab/a/8/6/fc/78ee0bc7710c556452619fb0a1c.jpg
carsDotCom,703996540,Used 2016 Chrysler 200 S,Chrysler,200,S,2016,Used,5221,17250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703996540/overview/,https://www.cstatic-images.com/phototab/c/5/5/e5/d73b962a9c6e34452ad6d94d136.jpg
carsDotCom,705069789,Used 2016 Chevrolet Colorado LT,Chevrolet,Colorado,LT,2016,Used,5323,25750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705069789/overview/,https://www.cstatic-images.com/phototab/8/1/3/7b/e31a2c369623aae3501be070124.jpg
carsDotCom,701562934,Used 2016 RAM 1500 Rebel,RAM,1500,Rebel,2016,Used,5420,43750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701562934/overview/,https://www.cstatic-images.com/phototab/2/5/b/77/e67b7753fcbeb7621dcf1ff051d.jpg
carsDotCom,705684071,Used 2016 Kia Optima SX Turbo,Kia,Optima,SX Turbo,2016,Used,5428,26750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705684071/overview/,https://www.cstatic-images.com/phototab/c/1/b/3c/a1e5cf77b70e55fee06e9ebc64.jpg
carsDotCom,705446744,Used 2016 Honda Accord EX,Honda,Accord,EX,2016,Used,5490,22500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705446744/overview/,https://www.cstatic-images.com/phototab/9/d/9/54/fde534c7d429de65e008b965b57.jpg
